1085,1121,1184,1121,1184,1151,1085,1151
1195,1121,1227,1121,1227,1151,1195,1151
807,1125,873,1125,873,1151,807,1151
884,1125,935,1125,935,1151,884,1151
942,1125,1019,1125,1019,1154,942,1154
1030,1125,1074,1125,1074,1151,1030,1151
1231,1125,1275,1125,1275,1151,1231,1151
1286,1125,1374,1125,1374,1151,1286,1151
1385,1125,1447,1125,1447,1151,1385,1151
1454,1125,1498,1125,1498,1151,1454,1151
807,1162,880,1162,880,1187,807,1187
888,1158,953,1158,953,1195,888,1195
968,1162,994,1162,994,1191,968,1191
804,1217,836,1217,836,1249,804,1249
844,1217,917,1217,917,1249,844,1249
1191,1220,1242,1220,1242,1249,1191,1249
1019,1220,1089,1220,1089,1253,1019,1253
1096,1224,1184,1224,1184,1249,1096,1249
1246,1220,1326,1220,1326,1253,1246,1253
1410,1224,1498,1224,1498,1249,1410,1249
924,1227,942,1227,942,1249,924,1249
953,1227,1012,1227,1012,1253,953,1253
1337,1227,1403,1227,1403,1253,1337,1253
252,1240,324,1248,320,1286,248,1278
325,1246,350,1246,350,1275,325,1275
844,1260,895,1260,895,1286,844,1286
935,1257,983,1257,983,1286,935,1286
990,1260,1078,1260,1078,1286,990,1286
1085,1260,1136,1260,1136,1286,1085,1286
1143,1260,1213,1260,1213,1286,1143,1286
1220,1260,1275,1260,1275,1286,1220,1286
1279,1257,1322,1257,1322,1286,1279,1286
1330,1260,1425,1260,1425,1286,1330,1286
1436,1260,1498,1260,1498,1286,1436,1286
807,1264,836,1264,836,1286,807,1286
902,1264,931,1264,931,1286,902,1286
939,1297,972,1297,972,1326,939,1326
1265,1290,1408,1298,1406,1335,1263,1326
1411,1291,1501,1300,1497,1335,1407,1325
804,1297,851,1297,851,1326,804,1326
858,1301,931,1301,931,1326,858,1326
979,1301,1023,1301,1023,1326,979,1326
1030,1301,1118,1301,1118,1326,1030,1326
1129,1304,1217,1304,1217,1326,1129,1326
1224,1304,1260,1304,1260,1330,1224,1330
1140,1330,1260,1330,1260,1366,1140,1366
1271,1330,1341,1330,1341,1363,1271,1363
1447,1330,1498,1330,1498,1363,1447,1363
807,1337,840,1337,840,1363,807,1363
851,1337,895,1337,895,1363,851,1363
906,1336,984,1341,982,1372,904,1367
997,1333,1125,1333,1125,1366,997,1366
1352,1333,1436,1333,1436,1363,1352,1363
804,1370,891,1370,891,1403,804,1403
899,1370,968,1370,968,1407,899,1407
972,1370,1005,1370,1005,1403,972,1403
749,1436,767,1436,767,1465,749,1465
807,1432,888,1432,888,1461,807,1461
906,1436,950,1436,950,1461,906,1461
966,1433,1039,1440,1037,1468,963,1462
1052,1436,1100,1436,1100,1461,1052,1461
1118,1436,1213,1436,1213,1465,1118,1465
1290,1436,1418,1436,1418,1461,1290,1461
1436,1439,1498,1439,1498,1465,1436,1465
1227,1443,1271,1443,1271,1469,1227,1469
902,1472,953,1472,953,1502,902,1502
961,1472,1037,1472,1037,1502,961,1502
1213,1472,1282,1472,1282,1502,1213,1502
1286,1469,1355,1469,1355,1502,1286,1502
1370,1469,1498,1469,1498,1502,1370,1502
807,1476,895,1476,895,1502,807,1502
1045,1476,1089,1476,1089,1502,1045,1502
1096,1476,1169,1476,1169,1502,1096,1502
1176,1480,1206,1480,1206,1502,1176,1502
807,1513,858,1513,858,1538,807,1538
1070,1513,1140,1513,1140,1538,1070,1538
1191,1513,1253,1513,1253,1538,1191,1538
1260,1513,1370,1513,1370,1538,1260,1538
1381,1513,1443,1513,1443,1538,1381,1538
1454,1513,1498,1513,1498,1538,1454,1538
868,1519,971,1514,973,1541,869,1546
1151,1516,1180,1516,1180,1538,1151,1538
983,1520,1059,1520,1059,1545,983,1545
1341,1545,1381,1545,1381,1578,1341,1578
807,1553,895,1553,895,1578,807,1578
902,1549,994,1549,994,1586,902,1586
1001,1553,1030,1553,1030,1578,1001,1578
1041,1553,1140,1553,1140,1578,1041,1578
1145,1553,1223,1546,1226,1582,1148,1588
1271,1553,1337,1553,1337,1578,1271,1578
1385,1549,1414,1549,1414,1578,1385,1578
1421,1553,1498,1553,1498,1578,1421,1578
1235,1556,1264,1556,1264,1578,1235,1578
249,1558,324,1565,320,1604,245,1596
877,1586,913,1586,913,1622,877,1622
953,1589,1063,1589,1063,1615,953,1615
1074,1589,1202,1589,1202,1615,1074,1615
1220,1589,1282,1589,1282,1615,1220,1615
1290,1589,1392,1589,1392,1615,1290,1615
1465,1589,1498,1589,1498,1615,1465,1615
807,1593,869,1593,869,1615,807,1615
1407,1593,1454,1593,1454,1615,1407,1615
807,1626,939,1626,939,1655,807,1655
1410,1626,1443,1626,1443,1655,1410,1655
953,1626,983,1626,983,1655,953,1655
1045,1629,1191,1629,1191,1655,1045,1655
1207,1622,1299,1632,1296,1664,1204,1654
1308,1629,1399,1629,1399,1655,1308,1655
1454,1629,1498,1629,1498,1655,1454,1655
997,1633,1030,1633,1030,1655,997,1655
805,1669,902,1662,904,1693,807,1700
913,1666,983,1666,983,1692,913,1692
994,1666,1037,1666,1037,1692,994,1692
1045,1662,1121,1662,1121,1699,1045,1699
1132,1666,1165,1666,1165,1692,1132,1692
1176,1666,1290,1666,1290,1695,1176,1695
1344,1666,1388,1666,1388,1692,1344,1692
1301,1670,1330,1670,1330,1692,1301,1692
1399,1670,1502,1670,1502,1695,1399,1695
807,1703,917,1703,917,1732,807,1732
920,1706,1005,1706,1005,1732,920,1732
804,1761,902,1761,902,1790,804,1790
913,1761,1081,1761,1081,1794,913,1794
1092,1761,1180,1761,1180,1794,1092,1794
1195,1761,1268,1761,1268,1794,1195,1794
1282,1761,1374,1761,1374,1794,1282,1794
1385,1761,1454,1761,1454,1790,1385,1790
1472,1768,1494,1768,1494,1790,1472,1790
804,1798,946,1798,946,1830,804,1830
1439,1856,1498,1856,1498,1889,1439,1889
807,1860,891,1860,891,1889,807,1889
910,1860,1052,1860,1052,1889,910,1889
1067,1860,1180,1860,1180,1889,1067,1889
1198,1860,1271,1860,1271,1889,1198,1889
1286,1860,1425,1860,1425,1893,1286,1893
804,1896,983,1896,983,1929,804,1929
866,1955,935,1955,935,1991,866,1991
804,1958,858,1958,858,1991,804,1991
942,1958,1026,1958,1026,1991,942,1991
1030,1958,1165,1958,1165,1991,1030,1991
1173,1958,1271,1958,1271,1991,1173,1991
1279,1958,1348,1958,1348,1991,1279,1991
1355,1958,1498,1958,1498,1991,1355,1991
804,1995,836,1995,836,2028,804,2028
840,1995,1037,1995,1037,2028,840,2028
844,2196,891,2196,891,2225,844,2225
760,2233,975,2233,975,2258,760,2258
